text;id;referierte_Figur
von einem Oberförster abgesehen, der eine Prinzessin, eine Ippe-Büchsenstein, geheiratet hat...;266440;E. Katzler
von einem Oberförster abgesehen, der eine Prinzessin, eine Ippe-Büchsenstein, geheiratet hat...;266440;W. Katzler
Er steht außerdem sittlich höher als Kortschädel, dem man, trotz seiner siebzig, allerhand nachsagen durfte.;356670;Kortschädel
"Stechlin sitzt da oben in Ostpreußen und kann doch unmöglich in seinen Mußestunden hierher intrigiert und einen etwaigen Rivalen aus dem Sattel geworfen haben. Und unser Oberst! Der ist doch auch nicht der Mann dazu, sich irgendwen aufreden zu lassen. Der kennt seine Pappenheimer. Und wenn er sich den Stechlin aussucht, dann weiß er, warum. Übrigens, Dienst ist Dienst; man geht nicht, weil man will, sondern weil man muß. Spricht er denn Englisch?";420276;Woldemar
Das kenn ich von meinem Vater her, der Dubslav heißt, was ihm auch immer höchst unbequem war. Und da reichen wohl nicht hundert Mal, daß ich ihn wegen dieses Namens seinen Vater habe verklagen hören.;250977;Dubslav
Mir, Papa, passiert so was Nettes nicht. Aber mit Melusine war es wieder das Herkömmliche. Der alte Stechlin fing an, und der Pastor folgte. Wenigstens schien es mir so.;580706;Dubslav
Mir, Papa, passiert so was Nettes nicht. Aber mit Melusine war es wieder das Herkömmliche. Der alte Stechlin fing an, und der Pastor folgte. Wenigstens schien es mir so.;580706;Lorenzen
unsern Stechlin.;29989;Woldemar
Lorenzen, Sie sitzen wieder auf Ihrem Steckenpferd. Aber ich selber bin freilich schuld. Warum kam ich auf Bennigsen! Da war das Thema gegeben, und Ihr Ritt ins Bebelsche (denn weitab davon sind Sie nicht) konnte beginnen. ;744789;Bebel
Lorenzen, Sie sitzen wieder auf Ihrem Steckenpferd. Aber ich selber bin freilich schuld. Warum kam ich auf Bennigsen! Da war das Thema gegeben, und Ihr Ritt ins Bebelsche (denn weitab davon sind Sie nicht) konnte beginnen. ;744789;Bennigsen
Und er kam höher hinauf? Weiter nach dem Pol zu? Oder waren seine Eisbär-Rencontres von noch ernsthafterer Natur?;695551;Leutnant Greeley
Ich höre, daß Doktor Sponholz, den ich als Arzt sehr schätzen gelernt habe, seine Kranken, während er in Pfäffers ist, einem jungen Stellvertreter anvertraut hat. Junge Ärzte sind meist klüger als die alten, aber doch weniger Ärzte.;666136;Dr. Moscheles
und jedesmal, wenn Rentmeister Fix unser Gast ist und die Triglaff die Flasche hin und her dreht (und ich habe gesehen, daß sie sie dreimal herumdrehte), dann lacht Fix... ;183055;Fix
und jedesmal, wenn Rentmeister Fix unser Gast ist und die Triglaff die Flasche hin und her dreht (und ich habe gesehen, daß sie sie dreimal herumdrehte), dann lacht Fix... ;183055;Triglaff
Und als er so alt war wie jetzt unser Woldemar, ja, da stand er schon zwischen Marengo und Austerlitz.;450426;Woldemar
Denn an dem Tische neben mir saß ein Herr und eine Dame, wenn es überhaupt eine Dame war. Aber Engländer waren es. Er steckte ganz in Flanell und hatte die Beinkleider umgekrempelt, und die Dame trug einen Rock und eine Bluse und einen Matrosenhut. Und der Herr hatte ein Windspiel, das immer zitterte, trotzdem fünfundzwanzig Grad Wärme waren.;575560;englische Dame
Denn an dem Tische neben mir saß ein Herr und eine Dame, wenn es überhaupt eine Dame war. Aber Engländer waren es. Er steckte ganz in Flanell und hatte die Beinkleider umgekrempelt, und die Dame trug einen Rock und eine Bluse und einen Matrosenhut. Und der Herr hatte ein Windspiel, das immer zitterte, trotzdem fünfundzwanzig Grad Wärme waren.;575560;englischer Herr
Ich habe mich bei dem alten Herrn nur auf eine halbe Stunde beurlaubt und rechne darauf, daß Sie mich, wenn nicht bis ins ›Museum‹ selbst (das dem Programm nach besucht werden sollte), so doch wenigstens bis auf die Schloßrampe begleiten.;555888;Dubslav
wo Herr von Stechlin gewählt werden soll und wo sein Kutscher Martin, der ihn zur Wahl gefahren, tatsächlich gewählt wird oder wenigstens gewählt werden kann. Und der Kutscher Martin unsers Herrn von Stechlin ist mir immer noch lieber als dieser Torgelow. ;390719;Dubslav
und verletzt, und wenn sich der alte Stechlin in Melusine verliebt hat, dann lieb ich ihn schon darum, denn er ist dann eben ein guter Mensch. Mehr brauch ich von ihm gar nicht zu wissen. Übrigens konnt es kaum anders sein. Der Apfel fällt nicht weit vom Stamm.;581561;Dubslav
"Aber der Oberförster sei schuld; der habe ihn in ein Gespräch verwickelt, das auch noch nicht beendet sei, weshalb er vorhabe, die Rückfahrt mit Katzler gemeinschaftlich zu machen.
";404182;W. Katzler
Erinnern Sie sich, Stechlin sagte, sie sei lymphatisch und habe Vergißmeinnichtaugen;147284;E. Katzler
Haben Sie denn in Ihrer Zeitung gelesen, wie sie da neulich wieder dem armen Bennigsen zugesetzt haben? Mir mißfällt es, wiewohl Bennigsen nicht gerade mein Mann ist.;744110;Bennigsen
"Und brauchst ihr auch nich zu sagen, daß sie keine Eselsohren machen soll; die macht keine.";724424;Agnes
Wenn ich den Rudolf unsers Portiers Hartwig unten mit seinem Hoop und seinen dünnen langen Berliner Beinen über die Straße laufen sehe, so find ich das interessanter als diese sogenannte Pikanterie.;463980;Rudolf
"Ich habe Woldemar erzogen, als es mir oblag, und Sie haben in Ihrer Klugheit und Güte mich gewähren lassen. Jetzt ist Ihr Sohn ein vornehmer Herr und hat die Jahre. Sprechen hat seine Zeit, und Schweigen hat seine Zeit. Aber wenn Sie ihn und mich von oben her unter Kontrolle nehmen und eventuell mir erscheinen wollen, so schieben Sie mir dabei nicht zu, was mir nicht zukommt. Nicht
ich
werde ihn führen. Dafür ist gesorgt. Die Zeit wird sprechen und neben der Zeit das neue Haus, die blasse junge Frau und vielleicht auch die schöne Melusine.";751866;Woldemar
"Es ist umgekehrt ein sehr gutes Telegramm, weil ein richtiges Telegramm; Richmond, Windsor, Nelsonsäule. Soll er etwa telegraphieren, daß er sich sehnt, uns wiederzusehn? Und das wird er nicht einmal können, so riesig verwöhnt er jetzt ist. Ihr werdet euch alle sehr zusammennehmen müssen. Auch du, Melusine.";472703;Woldemar
Oder vielleicht auch Krippenstapel. Krippenstapel ist doch zuletzt der, der alles macht.;354568;Krippenstapel
oder lieber die ganze ›Benediktinerabtei‹ – Witz von Cujacius, für den Sie mich also nicht verantwortlich machen dürfen.;617066;Cujacius
"Denn mir fällt eben ein, Sie waren ja mit unserm guten Kaiser Wilhelm, dem letzten Menschen, der noch ein wirklicher Mensch war, immer in Gastein zusammen und viel an seiner Seite. Jetzt hat man statt des wirklichen Menschen den sogenannten Übermenschen etabliert; eigentlich gibt es aber bloß noch Untermenschen, und mitunter sind es gerade die, die man durchaus zu einem ›Über‹ machen will. Ich habe von solchen Leuten gelesen und auch welche gesehn. Ein Glück, daß es, nach meiner Wahrnehmung, immer entschieden komische Figuren sind, sonst könnte man verzweifeln. Und daneben unser alter Wilhelm! Wie war er denn so, wenn er so still seine Sommertage verbrachte? Können Sie mir was von ihm erzählen? So was, woran man ihn so recht eigentlich erkennt.";594693;Wilhelm I.
lachen, aufs Geistige gestellt sind. Ein bißchen mag ich ;601414;Armgard
Ein bißchen mag ich übrigens an meinem elenden Zustande selbst schuld sein. Ich habe nämlich immer nur die Gräfin angesehn und begreife nach wie vor unsren Stechlin nicht. Nimmt da die Schwester! Er hatte doch am Ende die Wahl. Der kleine Finger der Gräfin (und ihr kleiner Zeh nun schon ganz gewiß) ist mir lieber als die ganze Comtesse;601451;Armgard
lachen, aufs Geistige gestellt sind. Ein bißchen mag ich ;601414;Melusine
Ein bißchen mag ich übrigens an meinem elenden Zustande selbst schuld sein. Ich habe nämlich immer nur die Gräfin angesehn und begreife nach wie vor unsren Stechlin nicht. Nimmt da die Schwester! Er hatte doch am Ende die Wahl. Der kleine Finger der Gräfin (und ihr kleiner Zeh nun schon ganz gewiß) ist mir lieber als die ganze Comtesse;601451;Melusine
Ja, dieser Torgelow;673235;Torgelow
Es war ein Mißgriff, ihn zu wählen. Und wenn es noch nötig gewesen wäre, wenn die Partei keinen Besseren gehabt hätte! Aber da haben sie denn doch noch ganz andre Leute;673275;Torgelow
"Eigentlich muß man es lateinisch sagen. Ich rufe mir Sponholz, weil ich ihn, wenn benötigt, in ziemlicher Nähe habe;";668818;Dr. Sponholz
Aber lange bevor ich es da sah, kannt ich es schon en miniature, und zwar aus einer im Besitz meines Freundes Lorenzen befindlichen Aquarelle. Diese Kopie hängt über seinem Sofa, dicht unter einer Rubensschen Kreuzabnahme. Wenn man will, eine etwas sonderbare Zusammenstellung.;302520;Lorenzen
Krippenstapel hat mich erst heute wissen lassen, daß wir da zwei vergoldete Bischöfe mit Krummstab haben.;132659;Krippenstapel
Und ich muß sagen, das hat sich bei Hofrats denn auch erfüllt. Aber fromm waren sie weiter nich.;296014;Hofrat
Und ich muß sagen, das hat sich bei Hofrats denn auch erfüllt. Aber fromm waren sie weiter nich.;296014;Hofrätin
Nein, von Erschrecken, solange Susan bei mir war, war keine Rede. Sie hätte mich gegen eine Welt verteidigt.;438423;Susan
Was meinst du, ob die Gundermanns wohl können?;19408;Frau Gundermann
Was meinst du, ob die Gundermanns wohl können?;19408;Herr Gundermann
Siebzehn. Ach, Lorenzen, wie Sie zu beneiden sind. Immer solche Menschenblüte zu sehn. Und siebzehn, sagen Sie. Ja, das ist das Eigentliche. Sechzehn hat noch ein bißchen von der Eierschale, noch ein bißchen den Einsegnungscharakter, und achtzehn ist schon wieder alltäglich. ;345047;Elfriede
Großartig;146838;E. Katzler
Ich entschlage mich nach solchen Mitteilungen jeder weiteren Opposition. Welch ein Maß von Entsagung! Denn auch im Nichtentsagen kann ein Entsagen liegen. Andauernde Opferung eines Innersten und Höchsten.;146862;E. Katzler
"Ich werde ihn bei Tisch neben Lorenzen setzen; die mögen dann beide sehn, wie sie miteinander fertig werden.";36167;Lorenzen
"Ich werde ihn bei Tisch neben Lorenzen setzen; die mögen dann beide sehn, wie sie miteinander fertig werden.";36167;Rex
O nein, nein. Es war ihm Ernst, ganz und gar. Aber es würd ihm zu schwer gemacht worden sein. Rundheraus, er wäre gescheitert.;621868;Friedrich II.
Den hatten wir ja noch nie.;506056;Koseleger
und Sie werden in Papa, mit dem wir oft darüber streiten, einen Anwalt für Ihre Meinung finden. Durchschnittsvorzüge. Zugegeben. ;476271;Graf Barby
Aber in solchem Falle? ;396393;die schöne Lilli
Mit unsrer Lizzi is es gerad ebenso wie mit Gräfin Melusine.;224193;Lizzi
Mit unsrer Lizzi is es gerad ebenso wie mit Gräfin Melusine.;224193;Melusine
"Und zugleich wissen Sie, wie's gemeint ist. Armgard ist übrigens in Sicht; keine zehn Minuten mehr, so werden wir sie hier haben.";248752;Armgard
Und der sprang nu ab?;395689;Lillis Vetter
Italienisieren Sie sich und schreiben Sie sich von morgen ab Ciacco. Dann sind Sie dem Ghiberti trotz seiner Grafenschaft dicht auf den Hacken.;777756;Graf Ghiberti
"So, so; jedenfalls nach dem, was mir Rex erzählt, ein brillanter Billardspieler. ";138807;W. Katzler
Und solch unsichere Passagiere wie mein Woldemar und wie mein lieber Lorenzen (von dem der Junge, Pardon, all den Unsinn hat), solche unsichere Passagiere, statt den Riegel vorzuschieben, kommen den Torgelowschen auf halbem Wege entgegen und sagen: ›Ja, ja, Töffel, du hast auch eigentlich ganz recht‹, oder, was noch schlimmer ist: ›Ja, ja, Jochem, wir wollen mal nachschlagen.‹;746567;Woldemar
Meine Schwester Adelheid wird sich Ihnen übrigens wohl anschließen und von heut ab eine neue Zeitrechnung datieren.;450575;Adelheid
Und dieser Lorenzen war Ihr Lehrer und Erzieher?;304006;Lorenzen
Sonderbar, Uncke, mit seinem ewigen ›zweideutig‹, wird am Ende doch recht behalten. Überhaupt solche Polizeimenschen mit 'nem Karabiner über die Schulter, das sind, bei Lichte besehn, immer die feinsten Menschenkenner. Ich ärgere mich, daß ich's nicht eher gemerkt habe.;642604;Uncke
Dat hebb ick ehr ook all seggt. Un Karline weet et ook nich so recht un lacht man ümmer. Un se brukt em ook nich.;457595;Karline
Dat hebb ick ehr ook all seggt. Un Karline weet et ook nich so recht un lacht man ümmer. Un se brukt em ook nich.;457595;Rentsch
Melusine? Hören Sie, Rex, das läßt aber tief blicken.;210644;Melusine
"Er hält zu Stoecker, sprach es auch aus, was neuerdings nicht jeder tut; aber der ›neue Luther‹, der doch schon gerade bedenklich genug ist – Majestät hat ganz recht mit seiner Verurteilung –, der geht ihm gewiß nicht weit genug. ";85235;Stoecker
Das hängt ganz davon ab;485109;Cujacius
"wie Sie sich einschätzen. Haben Sie den Ehrgeiz, nicht bloß den eigentlichen alten Giotto von Florenz zu kennen, sondern auch all die Giottinos, die neuerdings in Ostelbien von Rittergut zu Rittergut ziehn, um für Kunst und Christentum ein übriges zu leisten, so müssen Sie Cujacius freilich kennen. Er hat da die große Lieferung; ist übrigens lange nicht der Schlimmste. Selbst seine Gegner, und er hat deren ein gerüttelt und geschüttelt Maß, gestehen ihm ein hübsches Talent zu, nur verdirbt er alles durch seinen Dünkel. Und so hat er denn keine Freunde, trotzdem er beständig von Richtungsgenossen spricht und auch heute wieder sprach. Gerade diese Richtungsgenossen aber hat er aufs entschiedenste gegen sich, was übrigens nicht bloß an ihm, sondern auch an den Genossen liegt. Gerade die, die dasselbe Ziel verfolgen, bekämpfen sich immer am heftigsten untereinander, vor allem auf christlichem Gebiet, auch wenn es sich nicht um christliche Dogmen, sondern bloß um christliche Kunst handelt. Zu des Professors Lieblingswendungen zählt die, daß er ›in der Tradition stehe‹, was ihm indessen nur Spott und Achselzucken einträgt. Einer seiner Richtungsgenossen – als ob er mich persönlich dafür hätte verantwortlich machen wollen – fragte mich erst neulich voll ironischer Teilnahme: ›Steht denn Ihr Cujacius immer noch in der Tradition?‹ Und als ich ihm antwortete: ›Sie spötteln darüber, hat er denn aber keine?‹, bemerkte dieser Spezialkollege: ›Gewiß hat er eine Tradition, und das ist seine eigne. Seit fünfundvierzig Jahren malt er immer denselben Christus und bereist als Kunst-, aber fast auch schon als Kirchenfanatiker die ihm unterstellten Provinzen, so daß man betreffs seiner beinah sagen kann: ""Es predigt sein Christus allerorten, ist aber drum nicht schöner geworden.""‹";485152;Cujacius
Ich kann das zugeben und doch auch wieder nicht. Denn erstens ist er in der Reserve, und zweitens steht er bei den zweiten Dragonern;194343;Rex
Und ich verwette mich, diese Melusine raucht auch.;576161;Melusine
"Ich verwette mich, er hat Ihnen irgendwas über Ihre ›Gaben‹ gesagt; das ist jetzt so Lieblingswort, das die Pastoren immer gegenseitig brauchen. Es soll bescheiden und unpersönlich klingen und sozusagen alles auf Inspiration zurückführen, für die man ja, wie für alles, was von oben kommt, am Ende nicht kann. Es ist aber gerade dadurch das Hochmütigste... War es so was? Hat er meinen klugen Lorenzen, eh er sich als ›Charakter‹ ausspielte, durch solche Schmeicheleien eingefangen?";362578;Koseleger
"Mein Onkel Hartwig, wenn ich ihm so erzähle, daß man nicht schlafen kann, der sagt auch immer: ›Kenn ich, kenn ich; der Bourgeois tut nichts für die Menschheit. Und wer nichts für die Menschheit tut, der muß abgeschafft werden.";292996;Hartwig
Habe ja, wie Sie wissen, 'ne natürliche Neigung zum Ausplaudern, zum Plaudern überhaupt, und Kortschädel, der sich im übrigen durch französische Vokabeln nicht auszeichnete, hat mich sogar einmal einen ›Causeur‹ genannt.;743618;Kortschädel
Aber viel Feind, viel Ehr, und jede Stelle verlangt heutzutage ihren Mann von Worms, ihren Luther. ›Hier stehe ich.‹ ;482182;Luther
Aber freilich, mancher Einzelfall gefällt mir nicht. So zum Beispiel der hier mit dem neuen Doktor.;655896;Dr. Moscheles
"Von Neueren hab ich eigentlich nur Seestücke kennengelernt; dazu die Phantastika des Malers William Turner, leider nur flüchtig. Er hat die ›drei Männer im feurigen Ofen‹ gemalt. Stupend. Etwas Großartiges schien mir aus seinen Schöpfungen zu sprechen, wenigstens in allem, was das Kolorit angeht.";481175;William Turner
Und ich sage: Armgard. Und Sie sagen es im stillen auch.;417405;Armgard
Und vierzehn Tage nach Ihrem ersten großen Sportsiege verloben Sie sich mit Ruth Russel oder mit Geraldine Cavendish;427058;Geraldine Cavendish
Und vierzehn Tage nach Ihrem ersten großen Sportsiege verloben Sie sich mit Ruth Russel oder mit Geraldine Cavendish;427058;Ruth Russel
Ja, das gnäd'ge Frölen.;701294;Adelheid
Aber davon will ich zu Ihnen nicht sprechen, weil ich einen Widerwillen gegen Unanständigkeiten habe, weshalb schon meine Mutter immer sagte: ›Hedwig, du wirst noch Jesum Christum erkennen lernen.‹;295816;Hedwigs Mutter
Da ist in erster Reihe der Minister von Ritzenberg geladen, der, wegen Kaltstellung unter Bismarck, von langer Hand her eine wahre Wut auf den alten Sachsenwalder hat, und eröffnet die Polonäse mit Armgard. ;747538;Bismarck
Da ist in erster Reihe der Minister von Ritzenberg geladen, der, wegen Kaltstellung unter Bismarck, von langer Hand her eine wahre Wut auf den alten Sachsenwalder hat, und eröffnet die Polonäse mit Armgard. ;747538;Minister von Ritzenberg
Nicht für die eine und nicht für die andre. Nicht einmal für beide. Gewiß sind es Typen. Aber es gibt andre, die mir mehr bedeuten, und, um es kurz zu sagen, Elisabeth von Thüringen ist mir lieber als Elisabeth von England. ;492473;Maria Stuart
Nicht für die eine und nicht für die andre. Nicht einmal für beide. Gewiß sind es Typen. Aber es gibt andre, die mir mehr bedeuten, und, um es kurz zu sagen, Elisabeth von Thüringen ist mir lieber als Elisabeth von England. ;492473;Queen Elisabeth
Wozu hättet ihr sonst euern Fix?;719638;Fix
Auch meiner nicht. Aber, er sei, wie er sei, er ist doch ein Excelsior-Mann. Und wer hierlandes für ein freudiges ›excelsior‹ ist, der ist bei den Ostelbiern (Pardon, Sie gehören ja selbst mit dazu) von vornherein verdächtig und ein Gegenstand tiefen Mißtrauens. Jedes höher gesteckte Ziel, jedes Wollen, das über den Kartoffelsack hinausgeht, findet kein Verständnis, sicherlich keinen Glauben. Und bringt einer irgendein Opfer, so heißt es bloß, daß er die Wurst nach der Speckseite werfe.;744279;Bennigsen
Was? Die Prinzessin?;663701;E. Katzler
Freilich, Schwester Armgard wird weniger davon empfinden als andere. Sie hat eben den liebenswürdigsten und besten Mann, und ich könnt ihn ihr beinah beneiden, trotzdem ich noch im Abschiedsmoment einen wahren Schreck kriegte, als ich ihn sagen hörte, daß er morgen vormittag mit ihr vor die Sixtinische Madonna treten wolle.;626734;Armgard
Elfriede.;345416;Elfriede
finden Sie nicht auch, daß er dem alten Stechlin ähnlich sieht?;416015;Dubslav
"Ich wittere da was von Intrige. Da stecken andere dahinter. Bei meinem alten Baruch ist der Pferdefuß rausgekommen, aber bei meinem alten Krippenstapel ist er
nicht
rausgekommen und wird auch nicht rauskommen, weil er überhaupt nicht da ist. Meinen alten Krippenstapel, den kenn ich.";659602;Krippenstapel
Ich höre, daß Doktor Sponholz, den ich als Arzt sehr schätzen gelernt habe, seine Kranken, während er in Pfäffers ist, einem jungen Stellvertreter anvertraut hat. Junge Ärzte sind meist klüger als die alten, aber doch weniger Ärzte. Man bringt außerdem dem Alter mehr Vertrauen entgegen. Alte Doktoren sind wie Beichtiger, vor denen man sich gern offenbart.;666136;Dr. Sponholz
wie wenn Sie gegen unsern Stechlin etwas hätten;29218;Woldemar
Joao de Deus;312868;Joao de Deus
Schon der Name. Sonderbar. Und was war es mit dem?;312908;Joao de Deus
du könntest in die Küche gehn und die Marie zur Buschen schicken. Die Marie weiß ja Bescheid da. Und da kann sie denn der alten Hexe sagen, lütt Agnes solle heut abend mit heraufkommen und hier schlafen und immer dasein, wenn ich was brauche.;709418;Agnes
du könntest in die Küche gehn und die Marie zur Buschen schicken. Die Marie weiß ja Bescheid da. Und da kann sie denn der alten Hexe sagen, lütt Agnes solle heut abend mit heraufkommen und hier schlafen und immer dasein, wenn ich was brauche.;709418;Buschen
du könntest in die Küche gehn und die Marie zur Buschen schicken. Die Marie weiß ja Bescheid da. Und da kann sie denn der alten Hexe sagen, lütt Agnes solle heut abend mit heraufkommen und hier schlafen und immer dasein, wenn ich was brauche.;709418;Marie
die Jüngste von unserm Schullehrer Brandt ins Haus genommen, ein hübsches Balg, rotbraun und ganz kraus, und Brandt wollte, sie solle bei uns angelernt werden. Nun, wir sind kein großes Haus, gewiß nicht, aber Mäntel abnehmen und rumpräsentieren, und daß sie weiß, ob links oder rechts, soviel lernt sie am Ende doch;70025;Frida Brandt
Und deshalb kam es zur Scheidung. Ja, mehr, die scharmante Frau (›scharmant‹ ist übrigens ein viel zu plebejes und minderwertiges Wort) hat in ihrer Empörung den Namen Ghiberti wieder abgetan, und alle Welt nennt sie jetzt nur noch bei ihrem Vornamen.;210363;Melusine
Der einzige, der sich sehen lassen konnte, war dieser Katzler. Ein Karambolespieler ersten Ranges. Übrigens Eisernes Kreuz.;84965;W. Katzler
Ja, mein Lehrer und Erzieher. Zugleich mein Freund und Berater. Der, den ich über alles liebe.;304057;Lorenzen
Und zwar zu meinem Alten. Sie sieht ihn öfter und möcht ihn, glaub ich, bekehren;144737;Dubslav
Und kurz und gut, sie macht meinem Papa beinah den Hof und erklärt ihn für einen perfekten Kavalier;144929;Dubslav
Fix ist ein guter Beobachter, auch von Sittenzuständen;516423;Fix
Frau Katzler ist eine Ippe-Büchsenstein.;144036;E. Katzler
wer es war, der diese ältere Comtesse heiratete;208508;Melusine
Aber lassen Sie sich nicht zuviel erzählen. Ermyntrud wird wohl die Hauptrolle spielen oder noch wahrscheinlicher der neu zu findende Name. Werde wohl recht behalten...;404399;E. Katzler
Die Lind war, glaub ich, seine erste Liebe. Sehr wahrscheinlich auch seine letzte.;303157;Jenny Lind
Wär er reich gewesen, so hätt er sein Geld anderweitig vertan und die Lind vielleicht nie gehört und gesehen.;303516;Jenny Lind
Einige waren da, deren Auftreten auch von uns (ich spreche von den Künstlern meiner Richtung) mit Aufmerksamkeit und selbst mit Achtung verfolgt wurde. So beispielsweise Millais...;478169;Millais
"Und als ich noch bei den Kürassieren in Brandenburg war, in meinem letzten Dienstjahr, da hatten wir dicht bei uns einen kleinen Mann von der Feuerversicherung, der hieß Briefbeschwerer. Ja, Adelheid, wenn ich
dem
gegenüber so verfahren wäre wie du jetzt mit Gräfin Melusine, so hätt ich mir den Mann als eine halbe Bombe vorstellen müssen oder als einen Kugelmann. Denn damals, es war Anno vierundsechzig, waren alle ›Briefbeschwerer‹ bloß ›Kugelmänner‹: 'ne Flintenkugel oben und zwei Flintenkugeln unten. Und natürlich 'ne Kartätschenkugel als Bauch in der Mitte. Das Feuerversicherungsmännchen aber, das zufällig so sonderbar hieß, das war so dünn wie 'n Strich.";577438;Briefbeschwerer
aber mein Derfflingerscher Dragoner – in Krippenstapels Abwesenheit darf ich ihn ja wieder so nennen – hat dafür um so deutlicher zu Ihnen gesprochen.;569589;Krippenstapel
die ›drei Alexander‹ gehabt, den ersten, den zweiten und den dritten, alle drei große Herren und alle drei richtige Kaiser und fromme Leute, oder doch beinah fromm, die's gut mit ihrem Volk und mit der Menschheit meinten;80185;Alexander I.
die ›drei Alexander‹ gehabt, den ersten, den zweiten und den dritten, alle drei große Herren und alle drei richtige Kaiser und fromme Leute, oder doch beinah fromm, die's gut mit ihrem Volk und mit der Menschheit meinten;80185;Alexander II.
die ›drei Alexander‹ gehabt, den ersten, den zweiten und den dritten, alle drei große Herren und alle drei richtige Kaiser und fromme Leute, oder doch beinah fromm, die's gut mit ihrem Volk und mit der Menschheit meinten;80185;Alexander III.
O ja. Ein Pummel.;155574;Schmargendorf
"das Kind fängt heute schon wieder von vorn an; es ist mit allen vier Bänden, so dick sie sind, schon zweimal durch; ich sehe, wir müssen uns was Neues ausbaldowern. Das is nämlich ein Wort aus der Diebssprache; soweit sind wir nu schon. Übrigens ist mir was Gutes eingefallen: hol ihr eine von unsern Wetterfahnen herunter. ";725834;Agnes
Die Lind;302173;Jenny Lind
soll ihrerseits als Kind sehr häßlich gewesen sein.;302223;Jenny Lind
unter dem eine uralte Dame von beinah neunzig Jahren begraben liegt, eine geborne von Zeuner, die sich in früher Jugend schon mit einem Emigranten am Rheinsberger Hof, mit dem Grafen La Roche-Aymon, vermählt hatte. Merkwürdige Frau, von der ich Ihnen erzähle, wenn ich Sie mal wiedersehe.;75786;Gräfin La Roche-Aymon
Also der Graf, der die ältere Comtesse Barby heiratete, hieß Ghiberti. Seiner Ehe fehlten indes durchaus die Himmelstüren – soviel läßt sich mit aller Bestimmtheit sagen.;210192;Graf Ghiberti
Und so kommen Susans Untaten schließlich noch ans Licht.;440745;Susan
Und einer fand einen Seeweg. Freilich schon lange her.;312307;Vasco da Gama
"die Schmargendorf hatte sie genau gelesen und wollte sie hersagen. Aber sie sagte sie falsch, weil sie sonntags in der Kirche nie recht aufpaßt. Und wir sagten ihr das auch. Und denke dir, sie widersprach nicht und blieb überhaupt ganz ruhig dabei. ›Ja‹, sagte sie, ›sie wisse recht gut, daß sie die Stelle falsch hergesagt hätte, sie habe nie was richtig hersagen können; aber das wisse sie ganz genau, die Stelle mit dem Flammenfinger, das sei der »Wortlaut« gewesen.‹";190811;Schmargendorf
Ich bin fürs Alte und für den guten alten Herrn von Stechlin.;12839;Dubslav
war auch lütt Agnes hier un hat unten in der Küche gefragt, ›wie's denn eigentlich mit dem gnädigen Herrn stünn‹. Und die Mamsell hat ihr gesagt, ›es stünde gut‹;699899;Agnes
"daß ich meiner Schwester Melusine (die voll Neugier und Verlangen ist, auch davon zu hören) einen schlechten Dienst damit leiste; Herr von Stechlin wird es aber nicht verschmähen, wenn meine Schwester erst wieder da ist, darauf zurückzukommen.";256901;Melusine
"Besinnt er sich und kommt er zu der Ansicht, daß das alte Preußen mit König und Armee, trotz all seiner Gebresten und altmodischen Geschichten, doch immer noch besser ist als das vom neuesten Datum und daß wir Alten vom Cremmer Damm und von Fehrbellin her, auch wenn es uns selber schlecht geht, immer noch mehr Herz für die Torgelowschen im Leibe haben als alle Torgelows zusammengenommen, kommt es zu solcher Rückbekehrung,
dann
, Lorenzen, stören Sie diesen Prozeß nicht. Sonst erschein ich Ihnen.";751099;Woldemar
Und ist überhaupt kein alter Dichter, sondern ein neuer. Und heißt Joao de Deus.;312785;Joao de Deus
daß ich im Haag war und mit einer Großfürstin über Land fahren konnte. Glauben Sie mir, Großfürstinnen, selbst wenn sie Mängel haben (und sie haben Mängel), sind mir immer noch lieber als das Landesgewächs von Quaden-Hennersdorf;346386;Großfürstin Wera vom Haag
Denke dir, Engelke, sie wollen mich bekehren!;672628;E. Katzler
"Joa; man kann et binah seggen. Se plätt' ümmer. Alle so 'ne plätten ümmer. Ick wihr oak dissen Summer mit Agnessen (se heet Agnes) in Berlin, un doa wihrn wi joa tosamen in 'n Zirkus. Un Karline wihr ganz fidel.";457738;Karline
"Und dieser Koseleger mit dem Konsistorialratskinn! Er war Galopin bei 'ner Großfürstin; das kann er nicht vergessen, damit will er's nun zwingen, und in seinem Ärger und Unmut spielt er sich auf den Charakter aus und versteigt sich, wie Sie sagen, bis zu Confessions und Gewagtheiten. Und wenn er nun reüssierte (Gott verhüt es), so haben Sie den Scheiterhaufenmann comme il faut. Und der erste, der rauf muß, das sind Sie. Denn er wird sofort das Bedürfnis spüren, seine Gewagtheiten von heute durch irgendein Brandopfer wieder wettzumachen.";363764;Koseleger
"Und soll ihnen sagen sieben Uhr, aber nicht früher; sie sitzen sonst so lange rum, und man weiß nicht, wovon man reden soll. Das heißt mit ihm; sie redt immerzu";20273;Frau Gundermann
"Und soll ihnen sagen sieben Uhr, aber nicht früher; sie sitzen sonst so lange rum, und man weiß nicht, wovon man reden soll. Das heißt mit ihm; sie redt immerzu";20273;Herr Gundermann
