text;id;Sprecher
Und ich habe wohl auch recht, wenn ich das eine heikle Lage nenne. Denn ich glaube, daß er sich seine Freiheit wahren will und mit Bewußtsein auf den Célibataire lossteuert.;205221;Czako
"Ja, liebe Frau von Gundermann, das ist so; Jugend hat keine Tugend.";71630;Lorenzen
Worauf Doktor Wrschowitz zu meinem Staunen verzichtete. Denken Sie sich, gnädigste Gräfin, er schien alles loben zu wollen. Allerdings waren wir erst bei Musik und Kritik. Über die Menschen noch kein Wort.;469249;Czako
Na, lernst auch gut?;112981;Dubslav
"Lizzi hat mir erzählt, hier zwischen Treptow und Stralau sei auch die ›Liebesinsel‹; da stürben immer die Liebespaare, meist mit einem Zettel in der Hand, drauf alles stünde. Trifft das zu?";277224;Melusine
"Nein, Vater. Ich werde
nicht
wählen den guten alten Herrn von Stechlin.";326431;Isidor
"Na, lassen wir das Thema lieber. Ich bin dessen nicht so ganz sicher; mancher sieht besser aus, als er ist. Aber natürlich komm ich, um Ihnen wohl oder übel meine Glückwünsche zu bringen und meinen Reisesegen dazu. Donnerwetter, Stechlin, wo will das noch mit Ihnen hinaus! Sie werden natürlich Londoner Militärattaché, sagen wir in einem halben Jahr, und in ebensoviel Zeit haben Sie sich drüben sportlich eingelebt und etablieren sich als Sieger in einem Steeplechase, vorausgesetzt, daß es so was noch gibt (ich glaube nämlich, man nennt es jetzt alles ganz anders). Und vierzehn Tage nach Ihrem ersten großen Sportsiege verloben Sie sich mit Ruth Russel oder mit Geraldine Cavendish, haben den Bedforder oder den Devonshire-Herzog als Rückendeckung und gehen als Generalgouverneur nach Mittelafrika, links die Zwerge, rechts die Menschenfresser. Emin soll ja doch eigentlich aufgefressen sein.";426488;Czako
"Ick weet nich, Mutter, worüm he den jungschen Dokter rutgrulen däd. De Jungsche is doch klöger, as de olle Sponholz is. Doa möt man blot de Globsower über Sponholzen hüren. ›Joa, oll Sponholz‹, so seggen se, ›de is joa sowiet ganz good, awers he seggt man ümmer: ""Kinnings, krank is he egentlich nich, he brukt man blot 'ne Supp mit en beten wat in!""‹ Joa, Sponholz, de kann so wat seggen, de hett wat dato. Awers de Globsower! Wo salln de 'ne Supp herkregen mit en beten wat in?";676101;Martin
Das söhnt wieder aus.;438534;Woldemar
Ich bin dazu besten Willens, Frau Gräfin. Aber es ist zu spät dazu, denn das helle Licht, das Sie da sehen, das ist bereits unser Dampfer. Wir haben keine Wahl mehr, wir müssen abbrechen, wenn wir nicht im ›Eierhäuschen‹ ein Nachtquartier nehmen wollen. Unterwegs ist übrigens Lorenzen ein wundervolles Thema, vorausgesetzt, daß uns der Anblick der Liebesinsel nicht wieder auf andre Dinge bringt Aber hören Sie... der Dampfer läutet schon..., wir müssen eilen. Bis an die Anlegestelle sind noch mindestens drei Minuten!;305613;Woldemar
Danke, Mister Imme, danke! Was macht die Frau?;274463;Robinson
Für König Harald.;489257;Woldemar
"Laß. Ich bin nicht dafür. Das alte Schwarz und Weiß hält gerade noch; aber wenn du was Rotes drannähst, dann reißt es gewiß";17610;Dubslav
Nun denn.;198627;Adelheid
"In jedem Augenblicke seiner Obliegenheiten eingedenk sein, ohne erst bei Neigung oder Stimmung anzufragen,
das
hab ich mir in feierlicher Stunde gelobt, du weißt, in welcher, und du wirst mir das Zeugnis ausstellen, daß ich diesem Gelöbnis nachgekommen...";356974;E. Katzler
Ja, das ist in allen alten Familien so, vor allem bei reichen und vornehmen Juden. Kenne das noch von Wien her, wo man überhaupt solche Fragen studieren kann. Ich verkehrte da viel in einem großen Bankierhause, drin alles nicht bloß voll Glanz, sondern auch voll Orden und Uniformen war. Fast zuviel davon. Aber mit einem Male traf ich in einer Ecke, ganz einsam und doch beinah vergnüglich, einen merkwürdigen Urgreis, der wie der alte Gobbo – der in dem Stück von Shakespeare vorkommt – aussah, und als ich mich später bei einem Tischnachbar erkundigte, ›wer denn das sei‹, da hieß es: ›Ach, das ist ja Onkel Manasse.‹ Solche Onkel Manasses gibt es überall, und sie können unter Umständen auch ›Tante Adelheid‹ heißen.;582701;Graf Barby
Nun hören Sie, Rex, Regimenter kenn ich doch auch. Es gibt ihrer von allen Arten, aber Sittlichkeitsregimenter kenn ich noch nicht.«;141199;Czako
Ich glaube;261264;Armgard
neben manchem andern auch mal von der Frauenfeindschaft des Prinzen gehört zu haben. Er soll – irre ich mich, so werden Sie mich korrigieren – ein sogenannter Misogyne gewesen sein. Etwas durchaus Krankhaftes in meinen Augen oder doch mindestens etwas sehr Sonderbares.;261289;Armgard
Mir ein Greuel, all dergleichen. Aber ich weiß vom Manöver her, was alles vorkommt. Und mit einer Schläue... nichts schlauer als verliebte Menschen. Ach, das ist ein Kapitel, womit man nicht fertig wird. Aber Sie sagten Linienstraße, meine Gnädigste. Welche Nummer denn? Ich kenne da beinah jedes Haus, kleine, nette Häuser, immer bloß Beletage, höchstens mal ein Œil-de-bœuf.;57467;Czako
Keine Feigheiten. Wie finden Sie uns?;219934;Melusine
"Gewiß kommen andre Zeiten. Aber man muß mit der Frage, was kommt und was wird, nicht zu früh anfangen.
Ich
seh nicht ein, warum unser alter König von Thule hier nicht noch lange regieren sollte. Seinen letzten Trunk zu tun und den Becher dann in den Stechlin zu werfen, damit hat es noch gute Wege.";745392;Lorenzen
Ich bin froh;531018;Melusine
"Sie bei dieser Partie mit dabei zu sehn. Der alte Herr von Stechlin hat mir schon von Ihnen erzählt, und daß Sie vierundsechzig mit dabeigewesen. Und ich weiß auch Ihren Namen; das heißt den zweiten. Und ich darf sagen, ich freue mich immer, wenn ich so was Hübsches höre.";531050;Melusine
"Oh, viel; beinahe um zehn Jahre. Sie wird sechsundsiebzig.";154691;Woldemar
Nach Pfäffers.;645441;Dr. Sponholz
Hole der Teufel das ganze Rheinsberg!;380390;v. Kraatz
Dies elende Nest! Wir bringen ihn wahr und wahrhaftig nicht durch, unsern guten alten Stechlin. Und was das sagen will, das wissen wir. Wer gegen uns stimmt, stimmt auch gegen den König. Das ist all eins. Das ist das, was man jetzt solidarisch nennt.;380532;v. Kraatz
"Nein, nicht sein Grab; das existiert nicht. Man weiß nur, daß man ihn dort überhaupt begrub. Und als ich da, die Sonne ging eben unter, in einem uralten Lindengange stand, zwischen Grabsteinen links und rechts, und das Abendläuten von der Kirche her begann, da war es mir, als käme wieder der Zug mit den Mönchen den Lindengang herauf, und ich sah Editha und sah auch den König, trotzdem ihn die Zweige halb verdeckten. Und dabei (wenn auch eigentlich der Papa schuld ist und nicht Sie, Gräfin) gedacht ich Ihrer in alter und neuer Dankbarkeit.";490130;Woldemar
Ja, davon hab ich auch schon gehört.;720525;Mamsell Pritzbur
"Papa, Namen darf ich noch nicht nennen. Ich bin meiner Sache noch nicht sicher genug, und das ist auch der Grund, warum ich Wendungen gebraucht habe, die dir nüchtern und prosaisch erschienen sind. Ich kann dir aber sagen, ich hätte mich lieber anders ausgedrückt; nur darf ich es noch nicht. Und dann weiß ich ja auch, daß du selber einen abergläubischen Zug hast und ganz aufrichtig davon ausgehst, daß man sich sein Glück verreden kann, wenn man zu früh oder zuviel davon spricht.";94016;Woldemar
Gut, Lorenzen. Aber weiter.;552423;Melusine
Stimmt nicht;420199;v. Raspe
"Für so verrannt kann ich keinen von uns halten. Stechlin sitzt da oben in Ostpreußen und kann doch unmöglich in seinen Mußestunden hierher intrigiert und einen etwaigen Rivalen aus dem Sattel geworfen haben. Und unser Oberst! Der ist doch auch nicht der Mann dazu, sich irgendwen aufreden zu lassen. Der kennt seine Pappenheimer. Und wenn er sich den Stechlin aussucht, dann weiß er, warum. Übrigens, Dienst ist Dienst; man geht nicht, weil man will, sondern weil man muß. Spricht er denn Englisch?";420228;v. Raspe
"Nein, nein, schicke nicht. Das stört bloß. Aber warten wollen wir auch nicht. Es war doch weiter nach Globsow, als ich dachte; das heißt, eigentlich war es nicht weiter, bloß die Beine wollen nicht mehr recht. Und hat solche Anstrengung bloß das eine Gute, daß man hungrig und durstig wird. Aber da kommen ja die Herren.";118918;Dubslav
Nun gut, so lassen wir ihn bei den Barbys. Aber was bedeutet das?;206774;Czako
"Joa, det is se. Un is ook en gaudes Kind; se weent gliks un is immer so patschlich mit ehre lütten Hänn'. Sünne sinn immer so.";458028;Buschen
Und es soll auch Personen geben, die ganz dafür leben und ihr Vermögen hinopfern wie früher die Holländer für die Tulpen. Tulpen wäre nun freilich nicht mein Geschmack. Aber Feuerwerk!;308587;Melusine
Ausgezeichnet. Es ist ja eigentlich ein Bauerngarten, aber doch mit viel Rittersporn drin. Und zu jedem Rittersporn gehört eine Stiftsdame.;163256;Czako
"Nun wollen wir aber ein Vielliebchen essen, Herr Hauptmann; wo, wie hier, zwei zusammensitzen, da ist immer ein Vielliebchen.";171367;Schmargendorf
Melusine läßt sonst nie warten.;778177;Armgard
O weh! Ein Palazzo;279937;Baronin Berchtesgaden
An dem unser Regiment teilnimmt oder ihn mitmacht. Die Welt um den Alexanderplatz herum hat übrigens so ihren eigenen Zauber, schon um einer gewissen Unresidenzlichkeit willen. Ich sehe nichts lieber als die große Markthalle, wenn beispielsweise die Fischtonnen mit fünfhundert Aalen in die Netze gegossen werden. Etwas Unglaubliches von Gezappel.;74463;Czako
Das bedeutet, daß in einem solchen Hause verkehren und sich mit einer Tochter verloben so ziemlich ein und dasselbe ist. Bloß eine Frage der Zeit. Und die Tante wird sich damit aussöhnen müssen, auch wenn sie, wie beinah gewiß, über ihr Herzblatt bereits anders verfügt haben sollte. Solche Dinge begleichen sich indessen fast immer. Unser Woldemar wird sich aber mittlerweile vor ganz andre Schwierigkeiten gestellt sehen.;206842;Rex
Nonne;376884;v. Molchow
machen Sie sich nicht komisch. Was haben Sie für 'ne Vorstellung vom lieben Gott? Wenn Sie kommen und den Alten Fritzen freibeten wollen, werden Sie rausgeschmissen.;376908;v. Molchow
"Man wird dies sagen dürfen. Er und seine Schule verfielen in Exzentrizitäten. Die Zucht ging verloren, und das straft sich auf jedem Gebiet. Was da neuerdings in der Welt zusammengekleckst wird, zumal in der schottischen und amerikanischen Schule, die sich jetzt auch bei uns breitzumachen sucht, das ist der Überschwang einer an sich beachtenswerten Richtung. Der Zug, der unter Mitteldampf gut und erfreulich fuhr, unter Doppeldampf (und das reicht noch nicht einmal aus) ist er entgleist; er liegt jetzt neben den Schienen und pustet und keucht. Und ein Jammer nur, daß seine Heizer nicht mit auf dem Platze geblieben sind. Das ist der Fluch der bösen Tat... ich verzichte darauf, in Gegenwart der Damen das Zitat zu Ende zu führen.";480315;Cujacius
Wenn man etwas der Art sagt, übertreibt man immer. Wer ängstlich abwägt, sagt gar nichts. Nur die scharfe Zeichnung, die schon die Karikatur streift, macht eine Wirkung. Glauben Sie, daß Peter von Amiens den ersten Kreuzzug zusammengetrommelt hätte, wenn er so etwa beim Erdbeerpflücken einem Freunde mitgeteilt hätte, das Grab Christi sei vernachlässigt und es müsse für ein Gitter gesorgt werden?!;609766;Dr. Pusch
Professor Cujacius.;476624;Jeserich
Nein, bloß Grabstein und schon etwas abgetreten. Aber man sieht doch noch, daß es derselbe ist.;26726;Engelke
Ne, he will joa nich.;457324;Buschen
Und da war auch so was?;656498;Dubslav
Hat ihr auch nichts geholfen. Und nu sitzt sie mit ihm in Pfäffers, einem Schweizer Badeort, und da schmoren sie gemeinschaftlich in einem Backofen. Er hat es mir selbst erzählt, daß es ein Backofen is.;705745;Dubslav
Ich finde das lange Wartenlassen nicht gerade passend, am wenigsten Personen gegenüber, denen man Respekt bezeigen will. Oder geh ich vielleicht zu weit, wenn ich hier von Respektbezeigung spreche?;526956;Adelheid
Bringe den Vätern respektive Schwiegervätern allerschönste Grüße. Die Kinder sind jetzt mutmaßlich schon über Wittenberg, die große Luther- beziehungsweise Apfelkuchenstation, hinaus, und in weniger als zwei Stunden fahren sie in den Dresdener Bahnhof ein. O diese Glücklichen! Und dabei verwett ich mich, Armgard hat bereits Sehnsucht nach Berlin zurück. Vielleicht sogar nach mir.;626175;Melusine
Er ist tot, aber seit kurzem erst, und von seinem Tode spricht das kleine Heft hier. Höre.‹;314009;Lorenzen
Er ist doch wohl eigentlich der beste Assistenzarzt.;645168;Dubslav
Ich weiß nicht, ob Sie da recht haben. Aber wenn es so wäre, so wäre das doch ein Glück...;67525;Woldemar
Nu, Baruch, das ist hübsch. Aber im Augenblick bin ich's nicht benötigt. Vielleicht später mal mein Woldemar. Der hat, wie Sie wissen, 'ne reiche Partie gemacht, und wer viel erheiratet, der braucht auch viel. Man denkt immer, ›dann hört es auf‹, aber das ist falsch, dann fängt es erst recht an. Unter allen Umständen seien Sie bedankt, daß Sie mal haben sehen wollen, wie's mit mir steht. Ich kann leider nur wiederholen, schlecht genug. Aber eine Weile dauert es wohl noch. Und wenn auch nicht, mit meinem Sohne wird sich, denk ich, geradeso wie zwischen uns zwei beiden, alles glatt abwickeln, glatter noch, und vielleicht können Sie gemeinschaftlich mal was Nettes herauswirtschaften, was Ordentliches, was Großes, was sich sehen lassen kann. Das heißt dann neue Zeit. Und nun, Baruch, müssen Sie noch ein Glas Sherry nehmen. In unserm Alter ist das immer das Beste. Das heißt für Sie, der Sie noch gut im Gange sind. Ich darf bloß noch mit anstoßen.;640692;Dubslav
"Ja, kalt ist es, Frau Gräfin. Aber mit der Kälte, na, das ging' am Ende noch, und der viele Staub, der oben liegt, das ginge vielleicht auch noch; Staub wärmt. Und die Dachtraufen und Wetterhähne tun auch keinem Menschen was...";559062;Engelke
Beispiele, Uncke, Beispiele.;536365;Dubslav
Ich erlebe noch;586205;Armgard
daß du 'nen neuen Kreuzzug oder ähnliches predigst. Aber wir sind von unserm eigentlichen Thema ganz abgekommen, von der Domina. Du sagtest, ihre Gefühle widersprächen sich untereinander. Welche Gefühle?;586240;Armgard
Fast könnte man's sagen;582370;Melusine
Doch paßt es auch wieder nicht recht, schon deshalb nicht, weil es ein französisches Wort ist. Tante Adelheid ist eminent unfranzösisch.;582418;Melusine
Ja;396693;Thormeyer
"so was gibt es. Und es ist ein Glück, daß es so was gibt. Denn die arme Menschheit braucht es. Das Wort Purgatorium will ich vermeiden, einmal, weil sich mein protestantisches Gewissen dagegen sträubt, und dann auch wegen des Anklangs; aber es gibt eine Purifikation. Und das ist doch eigentlich das, worauf es ankommt: Reinheitswiederherstellung. Ein etwas schwerfälliges Wort. Indessen die Sache, drum sich's hier handelt, gibt es doch gut wieder. Sie begegnen diesem Hange nach Restitution überall, und namentlich im Orient – aus dem doch unsre ganze Kultur stammt – finden Sie diese Lehre, dieses Dogma, diese Tatsache.";396762;Thormeyer
Ja;451459;Lorenzen
"da bin ich freilich für die ›Beefeaters‹, wie Sie sagen, und gegen den Kardinal. Das mit den hundert Sekten laß ich auf sich beruhn (mein Geschmack, beiläufig, ist es nicht), aber unter allen Umständen bin ich für höchstens eine Sauce. Das ist das einzig Richtige, weil Gesunde. Die Dinge müssen in sich etwas sein, und wenn das zutrifft, so ist eigentlich jede ›Sauce‹ und nun gar erst die Sauce im Plural, von vornherein schon gerichtet. Aber lassen wir den Kardinal und seine Gewagtheiten und nehmen wir den Gegenstand seiner Abneigung: England. Es hat für mich eine Zeit gegeben, wo ich bedingungslos dafür schwärmte. Nicht zu verwundern. Hieß es doch damals in dem ganzen Kreise, drin ich lebte: ›Ja, wenn wir England nicht mehr lieben sollen, was sollen wir dann überhaupt noch lieben?‹ Diese halbe Vergötterung hab ich noch ehrlich mit durchgemacht. Aber das ist nun eine hübsche Weile her. Sie sind drüben schrecklich runtergekommen, weil der Kult vor dem Goldenen Kalbe beständig wächst; lauter Jobber und die vornehme Welt obenan. Und dabei so heuchlerisch; sie sagen ›Christus‹ und meinen Kattun.";451482;Lorenzen
Ach, Frau Gräfin, ich sehe, Sie rechnen auf etwas extrem Idyllisches und erwarten, wenn wir angelangt sein werden, einen Mischling von Kiosk und Hütte. Da harrt Ihrer aber eine grausame Enttäuschung. Das ›Eierhäuschen‹ ist ein sogenanntes ›Lokal‹, und wenn uns die Lust anwandelt, so können wir da tanzen oder eine Volksversammlung abhalten. Raum genug ist da. Sehen Sie, das Schiff wendet sich schon, und der rote Bau da, der zwischen den Pappelweiden mit Turm und Erker sichtbar wird, das ist das ›Eierhäuschen‹.;279420;Woldemar
Schade;518680;Dubslav
Aber trotzdem – wenn überhaupt erzählbar...;518705;Dubslav
Ja, lieber Stechlin, Ihre ›Kate‹, das ist was andres. Und um Ihnen ganz die Wahrheit zu sagen, wenn Sie mich nicht eingeladen hätten (eigentlich ist es ja noch nicht geschehn, aber ich greife bereits vor), so hätt ich mich bei Ihnen angemeldet. Das war schon lange mein Plan.;625832;Graf Barby
Vorzüglich. Ich hätte nicht gedacht, daß unser Freund Woldemar solchen famosen Alten haben könnte.;29082;Czako
Armgard, du bist so schweigsam;306768;Melusine
finden Sie nicht auch, lieber Stechlin? Meine Schwester hat noch keine zehn Worte gesprochen.;306818;Melusine
Aber er is doch ein Superintendent.;735460;Engelke
Für Torgelow, den euch die Berliner hergeschickt haben. Hat er denn schon was für euch getan?;406739;Dubslav
"Nei, nei, Martin, nich doa; pack mi lewer vörn upp'n Bock.";405942;Tuxen
Kann mir's denken, daß die Prinzessin etwas wie eine zu leistende Sühne darin sieht, Sühne wegen des von ihr getanen Schrittes. Alles an ihr ist ein wenig überspannt. Und doch ist es eine sehr liebenswürdige Dame.;365474;Lorenzen
"Nein, nein, Engelke, nicht soviel Umstände. Das mag ich nicht. Und den Petroleumkocher, den erst recht nich; da kriegt man bloß Kopfweh, und ich habe schon genug davon. Aber bringe mir den Cognac und kaltes Wasser. Und wenn man dann so halb und halb nimmt, dann is es so gut, als wär es ganz heiß gewesen.";631559;Dubslav
Kein Wort gegen den.;719673;Adelheid
Oh, gewiß geht es, Herr von Stechlin.;107682;Krippenstapel
Gib mir mal das Papiermesser, daß ich ihn manierlich aufschneiden kann. Er sieht nach was aus, und die Handschrift is wie von 'ner Dame, bloß ein bißchen zu dicke Grundstriche.;683891;Dubslav
Und was sagte die Schmargendorf dazu?;190334;Woldemar
Woldemar geht nach England. Was sagst du dazu, Engelke?;448889;Dubslav
Ja, Herr von Molchow, das ist die hiesige Anschauung. Etwas primitiv, naturwüchsig, das sogenannte Blutracheprinzip. Aber es braucht nicht immer das Blut des Übeltäters selbst zu sein. Bei den Orientalen...;397907;Thormeyer
"Nun gut, das mit dem neuen Christentum ist
Ihre
Sache; da will ich Ihnen nicht hineinreden. Aber das andre, da müssen Sie mir was versprechen. Besinnt er sich und kommt er zu der Ansicht, daß das alte Preußen mit König und Armee, trotz all seiner Gebresten und altmodischen Geschichten, doch immer noch besser ist als das vom neuesten Datum und daß wir Alten vom Cremmer Damm und von Fehrbellin her, auch wenn es uns selber schlecht geht, immer noch mehr Herz für die Torgelowschen im Leibe haben als alle Torgelows zusammengenommen, kommt es zu solcher Rückbekehrung,
dann
, Lorenzen, stören Sie diesen Prozeß nicht. Sonst erschein ich Ihnen. Pastoren glauben zwar nicht an Gespenster, aber wenn welche kommen, graulen sie sich auch.";750956;Dubslav
Das wohl eigentlich nicht.;582163;Armgard
Mittelklaßberliner, wenn spricht andrer, fällt in Krampf. In versteckten Krampf oder auch in nicht versteckten Krampf. In verstecktem Krampf ist er ein Bild des Jammers, in nicht verstecktem Krampf ist er ein Affront.;470109;Wrschowitz
Oh, ich bin mißverstanden;657020;Koseleger
"Nichts von Vergehungen auf erotischem Gebiet, wiewohl es bei den Gundermanns (die gerad in
diesem
Punkte viel heimgesucht werden) auch diesmal wieder, ich möchte sagen, diese kleine Nebenform angenommen hatte. Nein, der große Seminaristenpferdefuß, an den ich bei meiner ersten Bemerkung dachte, trägt ganz andere Signaturen: Unbotmäßigkeit, Überschätzung und infolge davon ein eigentümliches Bestreben, sich von den Heilsgütern loszulösen und die Befriedigung des inneren Menschen in einer falschen Wissenschaftlichkeit zu suchen.";657143;Koseleger
Aber, Mamsell Pritzbur, ich werde doch wohl schon Beine gesehn haben... Und dann, an einem andern Tag, da waren wir in einem ›Tiergarten‹, aber in einem richtigen, mit allerlei Tieren drin. Und den nennen sie den ›Zoologischen‹.;720294;Agnes
Sieh mal;635378;Dubslav
die Granseer werden jetzt auch fein. Alles in rosa Seidenpapier gewickelt.;635453;Dubslav
Natürlich wird es einem schwer, in diesem Erdenwinkel an derlei Dinge zu glauben, denn ›Intrige‹ zählt ganz eminent zu den höheren Kulturformen. Intrige hat hier in unserer alten Grafschaft, glaub ich, noch keinen Boden. Aber andrerseits ist es doch freilich wahr, daß heutzutage die Verwerflichkeiten, ja selbst die Verbrechen und Laster, nicht bloß im Gefolge der Kultur auftreten, sondern umgekehrt ihr voranschreiten, als beklagenswerte Herolde falscher Gesittung! Bedenken Sie, was wir neuerdings in unsern Äquatorialprovinzen erlebt haben. Die Zivilisation ist noch nicht da, und schon haben wir ihre Greuel. Man erschauert, wenn man davon liest, und freut sich der kleinen und alltäglichen Verhältnisse, drin der Wille Gottes uns gnädig stellte.;660019;Koseleger
Aber was ist denn sonst noch?;559292;Melusine
Was ich mir nicht schwierig denken kann.;366394;Lorenzen
O nein, nein. Es war ihm Ernst, ganz und gar. Aber es würd ihm zu schwer gemacht worden sein. Rundheraus, er wäre gescheitert.;621868;Dubslav
Pikfein, Papa, will ich nicht sagen. Aber vornehm gewiß.;95017;Woldemar
Nei, noch nich.;406835;Tuxen
Der junge Herr kommt.;18123;Engelke
Es ist genau so, wie Herr von Zühlen sagt. Und zuletzt geschah denn auch glücklicherweise das, was unsre mehr auf Schönheit gerichteten Wünsche – denn wir leben nun mal in einer Welt der Schönheit – zufriedenstellen konnte. Direkt aus der Porphyrwanne stieg die Prinzessin in die Marmorwanne, drin alle Wohlgerüche Arabiens ihre Heimstätte hatten, und alle Priester traten mit ihren Schöpfkellen aufs neue heran, und in Kaskaden ergoß es sich über die Prinzessin, und man sah ordentlich, wie die Schwermut von ihr abfiel und wie all das wieder aufblühte, was ihr der räuberische Nachbarfürst genommen. Und zuletzt schlugen die Dienerinnen ihre Herrin in schneeweiße Gewänder und führten sie bis an ein Lager und fächelten sie hier mit Pfauenwedeln, bis sie den Kopf still neigte und entschlief. Und ist nichts zurückgeblieben, und ist später die Gattin des Königs von Annam geworden. Er soll allerdings sehr aufgeklärt gewesen sein, weil Frankreich schon seit einiger Zeit in seinem Lande herrschte.;402674;Thormeyer
Ja, gnäd'ger Herr. Superintendent Koseleger. Er sieht sehr wohl aus und ganz blank.;654628;Engelke
Was mich aber;43784;Czako
"an diesen Karpfen noch ganz besonders fesselt – beiläufig ein Prachtexemplar –, das ist das, daß er doch höchstwahrscheinlich aus Ihrem berühmten See stammt, über den ich durch Woldemar, Ihren Herrn Sohn, bereits unterrichtet bin. Dieser merkwürdige See, dieser Stechlin! Und da frag ich mich denn unwillkürlich (denn Karpfen werden alt; daher beispielsweise die Mooskarpfen), welche Revolutionen sind an diesem hervorragenden Exemplar seiner Gattung wohl schon vorübergegangen? Ich weiß nicht, ob ich ihn auf hundertfünfzig Jahre taxieren darf, wenn aber, so würde er als Jüngling die Lissaboner Aktion und als Urgreis den neuerlichen Ausbruch des Krakatowa mitgemacht haben. Und all das erwogen, drängt sich mir die Frage auf ...";43841;Czako
... Und all das erwogen, drängt sich mir die Frage auf, wenn's nun in Ihrem Stechlinsee zu brodeln beginnt oder gar die große Trichterbildung anhebt, aus der dann und wann, wenn ich recht gehört habe, der krähende Hahn aufsteigt, wie verhält sich da der Stechlinkarpfen, dieser doch offenbar Nächstbeteiligte, bei dem Anpochen derartiger Weltereignisse? Beneidet er den Hahn, dem es vergönnt ist, in die Ruppiner Lande hineinzukrähen, oder ist er umgekehrt ein Feigling, der sich in seinem Moorgrund verkriecht, also ein Bourgeois, der am andern Morgen fragt: ›Schießen sie noch?;44604;Czako
Da treffen wir ja die ganze hohe Obrigkeit;530439;Dubslav
Engelke kann ich auch mitrechnen, der regiert mich, is also eigentlich die Feudalitätsspitze.;530500;Dubslav
Is am Ende von der Gräfin.;684070;Engelke
Sie wollten mir entgehen, Herr von Czako. Das hilft Ihnen aber nichts. Ich will mein Vielliebchen gewinnen. Und Sie sollen sehen, ich siege.;185864;Czako
Sehr warr, sehr warr;256109;Wrschowitz
Kann ich mir denken;142386;Czako
Unbedingt. Freilich, wenn ich dann wieder erwäge, daß an dieser berühmten Stelle nichts unmittelbar Wirkungsvolles zu sehn ist, so muß ich mich bei meinen Ratschlägen auf Ihre Phantasie verlassen können. Und ob das geht, weiß ich nicht. Wer aus der Mark ist, hat meist keine Phantasie.;441885;Melusine
Ein Buch von Tolstoi. Etwas mit viel Opfer und Entsagung. Anpreisung von Askese.;311960;Melusine
Genauso hier;251179;Graf Barby
Wrschowitz' Vater, ein kleiner Kapellmeister an der tschechisch-polnischen Grenze, war ein Niels-Gade-Schwärmer, woraufhin er seinen Jungen einfach Niels taufte. Das war nun wegen des Kontrastes schon gerade bedenklich genug. Aber das eigentlich Bedenkliche kam doch erst, als der allmählich ein scharfer Wagnerianer werdende Wrschowitz sich zum direkten Niels-Gade-Verächter ausbildete. Niels Gade war ihm der Inbegriff alles Trivialen und Unbedeutenden, und dazu kam noch, wie Amen in der Kirche, daß unser junger Freund, wenn er als ›Niels Wrschowitz‹ vorgestellt wurde, mit einer Art Sicherheit der Phrase begegnete: ›Niels? Ah, Niels. Ein schöner Name innerhalb unsrer musikalischen Welt. Und hocherfreulich, ihn hier zum zweiten Male vertreten zu sehen.‹ All das konnte der arme Kerl auf die Dauer nicht aushalten, und so kam er auf den Gedanken, den Vornamen auf seiner Karte durch einen Doktortitel wegzueskamotieren.;251235;Graf Barby
"Warum? Verurscht ist ein ganz gutes Wort. Und außerdem, schon der alte Kortschädel sagte mir mal, man müsse gegen Wörter nicht so streng sein und gegen Namen erst recht nicht, da sitze manch einer in einem Glashause. Hältst du Rentmeister Fix für einen schönen Namen? Und als ich noch bei den Kürassieren in Brandenburg war, in meinem letzten Dienstjahr, da hatten wir dicht bei uns einen kleinen Mann von der Feuerversicherung, der hieß Briefbeschwerer. Ja, Adelheid, wenn ich
dem
gegenüber so verfahren wäre wie du jetzt mit Gräfin Melusine, so hätt ich mir den Mann als eine halbe Bombe vorstellen müssen oder als einen Kugelmann. Denn damals, es war Anno vierundsechzig, waren alle ›Briefbeschwerer‹ bloß ›Kugelmänner‹: 'ne Flintenkugel oben und zwei Flintenkugeln unten. Und natürlich 'ne Kartätschenkugel als Bauch in der Mitte. Das Feuerversicherungsmännchen aber, das zufällig so sonderbar hieß, das war so dünn wie 'n Strich.";577170;Dubslav
Nein, meine Herren;606983;Szilagy
"das kann ich leider nicht sagen. Ich habe ›Bellis perennis‹ auf eigne Kosten herstellen lassen und hundertzehn Rezensionsexemplare verschickt, unter Beilegung eines Zettels; der ist denn auch von einigen Zeitungen abgedruckt worden, aber nur von ganz wenigen. Im übrigen schweigt die Kritik.";607020;Szilagy
Er braucht es nicht zu raten;439745;Armgard
er weiß es natürlich schon. Aber er muß trotzdem aushalten. Denn er hat es selber so gewollt. Also Podium und Rotröcke samt aufgeklappter Kiste links und rechts. Und die hellerleuchtete Uhr darüber zeigte, daß es nur noch eine Minute bis sechs war. An ein Sichherandrängen war nicht zu denken, und so flogen denn die Brief- und Zeitungspakete, die noch mit den letzten Postzügen fort sollten, in weitem Bogen über die Köpfe der in Front Stehenden weg, was aber dabei statt in die Behälter bloß auf das Podium fiel, das wurde von den Rotröcken mit einer geschickten Fußbewegung in die Futterkisten wie hineingeharkt. Und nun setzte der Uhrzeiger ein, und das Fliegen der Pakete steigerte sich, bis genau mit dem sechsten Schlag auch der Deckel jeder der beiden Kisten zuschlug.;439796;Armgard
